Name,Score,Genres,Type,Episodes,Premiered,Studios,Rating,Members,Favorites
Muka Muka Paradise,6.84,"Adventure, Comedy",TV,51,Fall 1993,Nippon Animation,G - All Ages,2064,3
Michiko to Hatchin,7.85,"Action, Adventure",TV,22,Fall 2008,Manglobe,R - 17+ (violence & profanity),148853,1927
Mini Moni the TV,5.49,Comedy,TV,15,Summer 2003,Unknown,G - All Ages,485,2
Mahou no Mako-chan,6.3,"Fantasy, Magic, Romance, Shoujo",TV,48,Fall 1970,Toei Animation,G - All Ages,1368,2
Onegai My Melody: Kuru Kuru Shuffle!,7.2,"Fantasy, Magic, Comedy",TV,52,Spring 2006,Studio Comet,PG - Children,3516,23
Juushin Liger,6.53,"Action, Mecha, Sci-Fi",TV,43,Spring 1989,Sunrise,PG-13 - Teens 13 or older,1436,1
Meimon! Daisan Yakyuubu,Unknown,"Action, Sports, Shounen",TV,40,Fall 1988,Unknown,PG-13 - Teens 13 or older,517,1
Wakakusa no Yon Shimai,6.42,"Slice of Life, Historical, Drama",TV,26,Spring 1981,Toei Animation,G - All Ages,1019,1
Blade of the Immortal,6.82,"Action, Adventure, Historical, Supernatural, Samurai",TV,13,Summer 2008,Bee Train,R - 17+ (violence & profanity),56587,143
Time Bokan Series: Yattodetaman,6.46,"Action, Adventure, Comedy, Fantasy, Mecha",TV,52,Winter 1981,Tatsunoko Production,PG-13 - Teens 13 or older,1648,2
Clannad: After Story,8.96,"Slice of Life, Comedy, Supernatural, Drama, Romance",TV,24,Fall 2008,Kyoto Animation,PG-13 - Teens 13 or older,915885,62162
Uchuu Taitei God Sigma,6.37,"Action, Space, Mecha",TV,50,Spring 1980,Toei Animation,PG-13 - Teens 13 or older,834,2
Chrome Shelled Regios,7.35,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24,Winter 2009,Zexcs,R - 17+ (violence & profanity),178908,1075
Fuyu no Sonata,7.4,"Drama, Romance",TV,26,Fall 2009,"Studio Comet, KeyEast, REALTHING",PG-13 - Teens 13 or older,20653,72
Popolocrois Monogatari,7.04,"Adventure, Fantasy",TV,25,Fall 1998,Production I.G,PG - Children,2432,9
Hayate no Gotoku!!,7.73,"Action, Harem, Comedy, Parody, Romance, Shounen",TV,25,Spring 2009,J.C.Staff,PG-13 - Teens 13 or older,99880,521
Ikkitousen: Great Guardians,6.78,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,Summer 2008,Arms,R+ - Mild Nudity,54244,84
Blue Dragon: Tenkai no Shichi Ryuu,6.56,"Adventure, Comedy, Fantasy, Supernatural",TV,51,Spring 2008,Studio Pierrot,PG - Children,13871,35
Koutetsu Jeeg,7.01,"Action, Mecha, Demons, Sci-Fi, Shounen",TV,46,Fall 1975,Toei Animation,PG-13 - Teens 13 or older,2373,10
Entaku no Kishi Monogatari: Moero Arthur,6.32,"Adventure, Romance, Historical, Drama",TV,30,Fall 1979,Toei Animation,PG-13 - Teens 13 or older,1235,2
Tetsujin 28-gou (1980),6.64,"Action, Mecha",TV,51,Fall 1980,Unknown,G - All Ages,1506,10
Mission-E,6.48,"Action, Comedy, School, Sci-Fi",TV,12,Summer 2008,Studio Deen,PG - Children,5115,5
Hareluya II Boy,6.33,"Action, Fantasy, Comedy, School, Shounen",TV,25,Spring 1997,Triangle Staff,PG-13 - Teens 13 or older,1205,7
Rosario to Vampire Capu2,6.98,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13,Fall 2008,Gonzo,R+ - Mild Nudity,343119,1374
Toradora!,8.24,"Slice of Life, Comedy, Romance, School",TV,25,Fall 2008,J.C.Staff,PG-13 - Teens 13 or older,1567792,50708
Ginga Senpuu Braiger,6.68,"Action, Sci-Fi, Adventure, Space, Mecha",TV,39,Fall 1981,Toei Animation,PG-13 - Teens 13 or older,1787,17
Ginga Reppuu Baxingar,6.31,"Action, Adventure, Mecha",TV,39,Summer 1982,Kokusai Eigasha,PG-13 - Teens 13 or older,871,0
Ginga Shippuu Sasuraiger,6.33,"Action, Adventure, Mecha",TV,43,Spring 1983,Unknown,PG-13 - Teens 13 or older,862,1
Koihime†Musou,6.76,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy",TV,12,Summer 2008,Doga Kobo,R+ - Mild Nudity,42360,121
Ultraviolet: Code 044,5.93,"Action, Sci-Fi",TV,12,Summer 2008,Madhouse,R - 17+ (violence & profanity),5748,2
Bonobono (TV),6.71,Comedy,TV,48,Spring 1995,Unknown,G - All Ages,1146,10
Nanami-chan 2nd Series,6.31,"Comedy, Kids",TV,16,Summer 2005,Unknown,G - All Ages,497,1
Nanami-chan 3rd Series,6.11,"Comedy, Kids",TV,16,Summer 2006,Unknown,G - All Ages,468,0
Penguin no Mondai,5.88,"Comedy, Kids",TV,100,Spring 2008,Shogakukan Music & Digital Entertainment,G - All Ages,641,3
Seigi wo Aisuru Mono Gekkou Kamen,6.63,"Action, Mystery",TV,39,Winter 1972,Unknown,PG-13 - Teens 13 or older,664,3
Heroman,6.84,"Action, Sci-Fi, Shounen",TV,26,Spring 2010,Bones,PG - Children,34317,72
Ashita e Attack!,6.4,"Sports, School, Drama",TV,23,Spring 1977,Nippon Animation,PG-13 - Teens 13 or older,1504,5
Fireball,6.68,"Comedy, Sci-Fi",TV,13,Spring 2008,Jinnis Animation Studios,G - All Ages,8998,23
Kyoro-chan,7.23,"Adventure, Comedy, Fantasy",TV,91,Summer 1999,Group TAC,PG - Children,2140,25
Suzumiya Haruhi no Yuuutsu (2009),7.23,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,Spring 2009,Kyoto Animation,PG-13 - Teens 13 or older,429192,2134
Catman Series III,6.36,"Comedy, Fantasy, Slice of Life",TV,6,Spring 2008,Unknown,PG-13 - Teens 13 or older,1204,1
Mirai Robo Daltanias,6.64,"Action, Sci-Fi, Space, Mecha",TV,47,Spring 1979,Toei Animation,PG-13 - Teens 13 or older,1147,4
World Destruction: Sekai Bokumetsu no Rokunin,6.98,"Adventure, Fantasy",TV,13,Summer 2008,Production I.G,PG-13 - Teens 13 or older,46845,115
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.46,"Action, Mecha, Sci-Fi, Super Power",TV,12,Spring 2005,Sunrise,PG-13 - Teens 13 or older,2938,9
Tatakae!! Ramenman,6.39,"Action, Adventure, Martial Arts, Shounen",TV,35,Winter 1988,Toei Animation,R - 17+ (violence & profanity),1029,5
Kurenai Sanshirou,6.46,"Action, Martial Arts, Sports",TV,26,Spring 1969,Tatsunoko Production,PG-13 - Teens 13 or older,1367,7
Duel Masters Charge,6.19,"Action, Adventure, Comedy, Shounen",TV,52,Spring 2004,Studio Hibari,PG-13 - Teens 13 or older,4463,3
Zero Duel Masters,6.02,"Adventure, Comedy, Game, Sports",TV,12,Spring 2007,Unknown,PG-13 - Teens 13 or older,2114,1
Nagagutsu wo Haita Neko no Bouken,6.61,"Adventure, Fantasy",TV,26,Spring 1992,Unknown,G - All Ages,674,3
Gene Diver,Unknown,"Action, Sci-Fi, Adventure, Historical, Fantasy",TV,56,Spring 1994,Unknown,PG - Children,533,1
Nodame Cantabile: Paris-hen,8.17,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,Fall 2008,J.C.Staff,PG-13 - Teens 13 or older,107428,306
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.29,"Slice of Life, Drama, Magic, Romance, Shounen",TV,12,Summer 2008,Hal Film Maker,G - All Ages,22240,63
Getter Robo G,6.53,"Action, Mecha, Sci-Fi, Shounen",TV,39,Spring 1975,Toei Animation,PG-13 - Teens 13 or older,2222,9
Choujikuu Kidan Southern Cross,6.58,"Action, Sci-Fi, Drama, Mecha",TV,23,Spring 1984,"Tatsunoko Production, Studio World",R+ - Mild Nudity,6112,21
Kinkyuu Hasshin Saver Kids,6.5,"Action, Sci-Fi, Adventure, Comedy, Mecha",TV,50,Winter 1991,Tokyo Movie Shinsha,PG-13 - Teens 13 or older,583,2
Hoero! Bun Bun,6.36,"Adventure, Slice of Life",TV,39,Fall 1980,Unknown,G - All Ages,667,2
Seton Doubutsuki: Kuma no Ko Jacky,6.7,"Adventure, Historical, Drama",TV,26,Summer 1977,Nippon Animation,G - All Ages,1634,5
Seton Doubutsuki: Risu no Banner,6.56,"Kids, Drama",TV,26,Spring 1979,Nippon Animation,G - All Ages,1179,3
Taiyou no Yuusha Fighbird,6.69,"Action, Mecha, Sci-Fi",TV,48,Winter 1991,Sunrise,G - All Ages,2481,11
Muteki Robo Trider G7,6.42,"Comedy, Mecha, Sci-Fi, Space",TV,50,Winter 1980,Sunrise,G - All Ages,899,1
Yozakura Quartet,6.84,"Action, Magic, Comedy, Super Power, Supernatural, Shounen",TV,12,Fall 2008,Nomad,PG-13 - Teens 13 or older,119643,173
Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.14,"Action, Drama, Martial Arts",TV,13,Fall 2008,Satelight,R - 17+ (violence & profanity),10376,30
Hyakko,7.26,"Comedy, School, Slice of Life",TV,13,Fall 2008,Nippon Animation,PG-13 - Teens 13 or older,40506,116
Hakushaku to Yousei,7.28,"Adventure, Historical, Magic, Romance, Fantasy, Shoujo",TV,12,Fall 2008,Artland,PG-13 - Teens 13 or older,102568,618
Sukima no Kuni no Polta,5.89,Fantasy,TV,13,Fall 2005,Unknown,G - All Ages,336,2
Dokkiri Doctor,6.56,"Slice of Life, Comedy, School",TV,26,Fall 1998,Studio Pierrot,PG-13 - Teens 13 or older,906,2
Bakukyuu Hit! Crash B-Daman,6.01,"Game, Adventure, Kids",TV,50,Winter 2006,SynergySP,PG - Children,1509,13
Shikabane Hime: Aka,7.24,"Action, Horror, Supernatural, Shounen",TV,13,Fall 2008,"Gainax, feel.",R - 17+ (violence & profanity),105202,239
Topo Gigio,6.2,"Kids, Adventure, Comedy",TV,21,Spring 1988,Nippon Animation,PG - Children,1581,2
Daisuki! BuBu ChaCha,7.11,Kids,TV,26,Spring 2001,Daume,G - All Ages,1361,7
Yoiko,6.3,"Slice of Life, Comedy, Ecchi, School",TV,20,Fall 1998,Studio Pierrot,R+ - Mild Nudity,4055,3
Kouya no Shounen Isamu,6.28,"Action, Adventure, Shounen",TV,52,Spring 1973,Unknown,G - All Ages,771,4
Tanoshii Willow Town,6.24,"Kids, Fantasy",TV,26,Fall 1993,Unknown,PG - Children,652,4
Moero Arthur: Hakuba no Ouji,6.18,"Adventure, Romance, Historical, Drama",TV,22,Spring 1980,Toei Animation,PG-13 - Teens 13 or older,643,2
Yama Nezumi Rocky Chuck,6.1,"Kids, Adventure, Fantasy",TV,52,Winter 1973,Nippon Animation,G - All Ages,1082,2
Yumemiru Topo Gigio,6.06,"Kids, Adventure, Comedy",TV,13,Fall 1988,Nippon Animation,PG - Children,729,0
RideBack,7.29,"Action, Drama, Mecha, School, Sci-Fi",TV,12,Winter 2009,Madhouse,PG-13 - Teens 13 or older,42283,133
Yume no Crayon Oukoku,6.92,"Adventure, Fantasy, Comedy, Shoujo",TV,70,Fall 1997,Toei Animation,G - All Ages,2727,21
Toaru Majutsu no Index,7.44,"Action, Magic, Sci-Fi, Super Power",TV,24,Fall 2008,J.C.Staff,R - 17+ (violence & profanity),635900,7585
Arad Senki: Slap Up Party,6.75,"Action, Adventure, Comedy, Fantasy",TV,26,Spring 2009,Gonzo,PG-13 - Teens 13 or older,14658,34
Neo Angelique Abyss: Second Age,7.04,"Adventure, Fantasy, Harem, Shoujo",TV,13,Summer 2008,Unknown,PG-13 - Teens 13 or older,17739,52
Tekken Chinmi,7.27,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,Summer 1988,Production Reed,PG-13 - Teens 13 or older,3560,10
B-Legend! Battle B-Daman Fire Spirits!,6.37,"Adventure, Fantasy, Game, Kids",TV,51,Winter 2005,Unknown,PG - Children,4134,11
Cyborg 009 (1979),7.17,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,Spring 1979,Toei Animation,PG-13 - Teens 13 or older,7339,24
Aesop's World,5.82,Kids,TV,26,Spring 1999,Sunrise,G - All Ages,492,1
Queen's Blade: Rurou no Senshi,6.18,"Action, Adventure, Ecchi, Fantasy",TV,12,Spring 2009,Arms,R+ - Mild Nudity,78872,173
White Album,6.55,"Drama, Harem, Music, Romance",TV,13,Winter 2009,Seven Arcs,PG-13 - Teens 13 or older,94919,179
Skip Beat!,8.13,"Comedy, Drama, Romance, Shoujo",TV,25,Fall 2008,Hal Film Maker,PG-13 - Teens 13 or older,219475,5314
Seishun Anime Zenshuu,6.5,"Historical, Drama, Romance",TV,32,Spring 1986,Nippon Animation,R+ - Mild Nudity,1434,2
Ga-Rei: Zero,7.64,"Action, Super Power, Supernatural, Thriller",TV,12,Fall 2008,"AIC Spirits, Asread",R - 17+ (violence & profanity),205932,3859
Druaga no Tou: The Sword of Uruk,7.24,"Adventure, Fantasy",TV,12,Winter 2009,Gonzo,PG-13 - Teens 13 or older,66319,91
Himitsukessha Taka no Tsume,6.13,"Comedy, Parody, Super Power",TV,11,Spring 2006,DLE,PG-13 - Teens 13 or older,829,1
Papa to Odorou,6.71,Comedy,TV,16,Summer 1999,Studio Deen,PG-13 - Teens 13 or older,1036,4
Akaneiro ni Somaru Saka,6.47,"Harem, Comedy, Romance, Ecchi, School",TV,12,Fall 2008,TNK,R+ - Mild Nudity,133249,262
Vampire Knight: Guilty,7.22,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,Fall 2008,Studio Deen,PG-13 - Teens 13 or older,303271,3349
Yamato Takeru,6.78,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,Spring 1994,Nippon Animation,PG-13 - Teens 13 or older,1773,8
Mama wa Poyopoyo Saurus ga Osuki,6.57,"Comedy, Kids, Slice of Life",TV,52,Fall 1995,Nippon Animation,G - All Ages,592,2
ef: A Tale of Melodies.,8.04,"Mystery, Supernatural, Drama, Romance",TV,12,Fall 2008,Shaft,PG-13 - Teens 13 or older,146469,1716
Huckleberry Finn Monogatari,6.51,Adventure,TV,26,Summer 1994,Aubec,Unknown,1253,0
Suhoyojeong Michel,6.39,"Adventure, Fantasy, Kids",TV,26,Summer 2003,Unknown,PG - Children,626,1
Mashin Eiyuuden Wataru 2,6.78,"Adventure, Comedy, Mecha",TV,46,Spring 1990,Sunrise,G - All Ages,956,2
Hurricane Polymar,6.54,"Action, Sci-Fi, Adventure, Police, Super Power",TV,26,Fall 1974,Tatsunoko Production,PG-13 - Teens 13 or older,1759,6
Shinzou Ningen Casshern,6.7,"Action, Sci-Fi, Adventure",TV,35,Fall 1973,Tatsunoko Production,PG-13 - Teens 13 or older,4950,15
Junjou Romantica 2,7.85,"Comedy, Drama, Romance, Shounen Ai",TV,12,Fall 2008,Studio Deen,PG-13 - Teens 13 or older,147349,1253
Youkai Ningen Bem (2006),5.87,"Horror, Demons, Supernatural",TV,26,Winter 2006,Studio Comet,PG-13 - Teens 13 or older,2379,3
Tezuka Osamu no Don Dracula,6.13,"Comedy, Horror, Supernatural, Vampire",TV,8,Spring 1982,Unknown,R+ - Mild Nudity,1875,3
Mouryou no Hako,7.19,"Mystery, Psychological, Supernatural, Thriller, Seinen",TV,13,Fall 2008,Madhouse,R - 17+ (violence & profanity),52774,223
Tales of the Abyss,7.32,"Adventure, Drama, Fantasy",TV,26,Fall 2008,Sunrise,PG-13 - Teens 13 or older,109058,590
Umineko no Naku Koro ni,7.13,"Mystery, Horror, Psychological, Supernatural",TV,26,Summer 2009,Studio Deen,R - 17+ (violence & profanity),184571,2075
Kuroshitsuji,7.75,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",TV,24,Fall 2008,A-1 Pictures,R - 17+ (violence & profanity),875100,23517
Kyou no 5 no 2 (TV),7.23,"Comedy, Ecchi, School, Seinen",TV,13,Fall 2008,Xebec,PG-13 - Teens 13 or older,31535,44
Bihada Ichizoku,5.77,"Parody, Drama, Shoujo",TV,12,Fall 2008,Unknown,PG-13 - Teens 13 or older,3977,5
Idol Tenshi Youkoso Youko,6.2,"Comedy, Drama, Shoujo",TV,43,Spring 1990,Unknown,G - All Ages,1040,1
Next Senki Ehrgeiz,5.53,"Action, Sci-Fi, Space, Mecha",TV,12,Fall 1997,Studio Deen,PG-13 - Teens 13 or older,1068,0
Muu no Hakugei,6.31,"Action, Fantasy, Sci-Fi",TV,26,Spring 1980,Unknown,PG-13 - Teens 13 or older,942,3
Ikkyuu-san,6.75,"Kids, Comedy, Historical",TV,296,Fall 1975,Toei Animation,G - All Ages,1500,3
Ninja Hattori-kun,6.81,"Slice of Life, Comedy, Martial Arts, Shounen",TV,694,Fall 1981,Shin-Ei Animation,G - All Ages,6613,25
Sabaku no Kaizoku! Captain Kuppa,Unknown,"Action, Adventure",TV,26,Summer 2001,Unknown,G - All Ages,403,1
Rokumon Tengai Mon Colle Knights,6.49,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,Winter 2000,Studio Deen,G - All Ages,3951,17
ChäoS;HEAd,6.37,"Sci-Fi, Harem, Mystery, Psychological, Supernatural",TV,12,Fall 2008,Madhouse,R - 17+ (violence & profanity),257868,790
Casshern Sins,7.53,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,24,Fall 2008,"Madhouse, Tatsunoko Production",R - 17+ (violence & profanity),130742,1507
Asu no Yoichi!,6.78,"Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen",TV,12,Winter 2009,AIC,PG-13 - Teens 13 or older,175294,348
Tentai Senshi Sunred,7.81,"Comedy, Parody, Super Power, Seinen",TV,26,Fall 2008,AIC ASTA,PG-13 - Teens 13 or older,19350,203
Piroppo,Unknown,Comedy,TV,23,Fall 2001,Studio 4°C,Unknown,500,0
Toushi Gordian,6.26,"Action, Mecha, Sci-Fi",TV,73,Fall 1979,Tatsunoko Production,G - All Ages,718,1
Ninpuu Kamui Gaiden,6.63,"Action, Adventure, Historical, Martial Arts, Samurai",TV,26,Spring 1969,Tele-Cartoon Japan,R - 17+ (violence & profanity),1443,9
Stitch!,6.04,"Adventure, Comedy, Kids",TV,25,Fall 2008,Madhouse,PG - Children,4733,16
Major S5,8.45,"Comedy, Drama, Romance, Shounen, Sports",TV,25,Winter 2009,SynergySP,PG-13 - Teens 13 or older,57160,586
Maria†Holic,7.05,"Comedy, Parody, School, Shoujo Ai",TV,12,Winter 2009,Shaft,PG-13 - Teens 13 or older,148265,512
Cobra The Animation,7.11,"Action, Adventure, Space, Sci-Fi",TV,13,Winter 2010,Magic Bus,R+ - Mild Nudity,7116,22
Shikabane Hime: Kuro,7.32,"Action, Horror, Supernatural, Shounen",TV,12,Winter 2009,"Gainax, feel.",R - 17+ (violence & profanity),67903,116
Kurozuka,6.93,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,Fall 2008,Madhouse,R - 17+ (violence & profanity),82026,295
One Outs,8.35,"Sports, Psychological, Seinen",TV,25,Fall 2008,Madhouse,PG-13 - Teens 13 or older,182471,3403
Guin Saga,7.2,"Adventure, Fantasy",TV,26,Spring 2009,Satelight,PG-13 - Teens 13 or older,38187,126
Eightman,5.91,"Action, Mecha, Drama, Sci-Fi",TV,56,Fall 1963,Nippon Animation,PG-13 - Teens 13 or older,1300,2
Beast Wars Second Chou Seimeitai Transformers,6.4,"Action, Sci-Fi, Mecha",TV,43,Spring 1998,Production Reed,PG - Children,2136,2
Croket!,6.89,"Action, Adventure, Comedy, Fantasy",TV,104,Spring 2003,OLM,G - All Ages,864,5
Tetsuwan Birdy Decode:02,7.74,"Action, Sci-Fi, Comedy",TV,12,Winter 2009,A-1 Pictures,R - 17+ (violence & profanity),44666,247
Yuusha Keisatsu J-Decker,7.32,"Action, Adventure, Police, Mecha, Sci-Fi",TV,48,Winter 1994,Sunrise,G - All Ages,2459,43
Kurokami The Animation,7.17,"Action, Super Power, Martial Arts, Seinen",TV,23,Winter 2009,Sunrise,R - 17+ (violence & profanity),106899,326
Bakemonogatari,8.36,"Romance, Supernatural, Mystery, Vampire",TV,15,Summer 2009,Shaft,R - 17+ (violence & profanity),1063666,41236
Battle Spirits: Shounen Toppa Bashin,6.43,"Game, Shounen",TV,50,Fall 2008,"Sunrise, Toei Animation",PG - Children,2661,11
Fabre-sensei wa Meitantei,6.26,Mystery,TV,26,Spring 2000,E&G Films,PG - Children,630,2
Noramimi 2,Unknown,Comedy,TV,13,Fall 2008,Unknown,Unknown,299,0
Manga Sarutobi Sasuke,6.68,"Adventure, Comedy, Historical, Supernatural",TV,24,Fall 1979,Unknown,PG - Children,1146,7
Andes Shounen Pepero no Bouken,6.62,Adventure,TV,26,Fall 1975,Unknown,PG - Children,845,2
Akikan!,6.18,"Comedy, Ecchi, Fantasy, Romance",TV,12,Winter 2009,Brain's Base,PG-13 - Teens 13 or older,109315,147
Fullmetal Alchemist: Brotherhood,9.19,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",TV,64,Spring 2009,Bones,R - 17+ (violence & profanity),2248456,183914
Jikuu Boukenki Zentrix,6.34,"Adventure, Mecha, Sci-Fi",TV,26,Spring 2003,Unknown,PG - Children,815,6
Groizer X,6.11,"Mecha, Sci-Fi",TV,36,Summer 1976,Unknown,G - All Ages,683,3
Let's Nupu Nupu,6.26,"Comedy, Ecchi, School",TV,16,Fall 1998,"Ajia-Do, Group TAC",R+ - Mild Nudity,3208,5
Karaoke Senshi Mike-tarou,Unknown,"Kids, Music",TV,20,Spring 1994,Unknown,PG-13 - Teens 13 or older,309,1
Taishou Yakyuu Musume.,7.36,"Comedy, Historical, School, Seinen, Sports",TV,12,Summer 2009,J.C.Staff,PG-13 - Teens 13 or older,17592,32
Tokusou Kihei Dorvack,6.26,"Action, Mecha, Sci-Fi",TV,36,Fall 1983,Unknown,R+ - Mild Nudity,939,2
Hatsukoi Limited.,7.32,"Comedy, Romance, School, Shounen",TV,12,Spring 2009,J.C.Staff,PG-13 - Teens 13 or older,82196,206
Kikou Kai Galient,6.44,"Action, Sci-Fi, Fantasy, Mecha",TV,25,Fall 1984,Sunrise,PG-13 - Teens 13 or older,2561,7
Genji Monogatari Sennenki,6.93,"Drama, Historical, Romance",TV,11,Winter 2009,"TMS Entertainment, Tezuka Productions",R+ - Mild Nudity,12259,20
Minami-ke Okaeri,7.58,"Slice of Life, Comedy, School",TV,13,Winter 2009,Asread,PG-13 - Teens 13 or older,59691,62
Negibouzu no Asatarou,Unknown,"Adventure, Comedy, Historical",TV,48,Fall 2008,Toei Animation,Unknown,281,0
Chou Tokkyuu Hikarian,6.32,"Action, Kids, Adventure",TV,156,Spring 1997,Unknown,G - All Ages,605,2
Dragon League,7,"Adventure, Fantasy, Sports, Comedy, Shounen",TV,39,Spring 1993,Unknown,PG-13 - Teens 13 or older,1305,10
Offside (TV),7.11,"Action, Sports, Drama",TV,39,Spring 2001,Ashi Production,G - All Ages,2614,18
Salad Juu Yuushi Tomatoman,6.5,"Adventure, Comedy",TV,50,Spring 1992,Unknown,G - All Ages,783,4
Shin Maple Town Monogatari: Palm Town-hen,6.78,"Slice of Life, Fantasy",TV,44,Winter 1987,Toei Animation,G - All Ages,1268,2
Goal FH: Field Hunter,6.89,"Action, Sports",TV,39,Spring 1994,Unknown,PG-13 - Teens 13 or older,1450,10
Shangri-La,7.07,"Action, Drama, Sci-Fi",TV,24,Spring 2009,Gonzo,PG-13 - Teens 13 or older,52205,130
Robotan (1986),6.12,"Comedy, Kids",TV,33,Winter 1986,Unknown,G - All Ages,567,0
Souten Kouro,7.3,"Action, Adventure, Historical",TV,26,Spring 2009,Madhouse,R+ - Mild Nudity,15684,42
Inazuma Eleven,7.59,"Sports, Super Power, Shounen",TV,127,Fall 2008,OLM,G - All Ages,138185,2857
Slayers Evolution-R,7.42,"Adventure, Comedy, Fantasy",TV,13,Winter 2009,J.C.Staff,PG-13 - Teens 13 or older,28177,43
Live On Cardliver Kakeru,6.49,"Game, Fantasy",TV,51,Fall 2008,TMS Entertainment,PG - Children,922,4
Mofu☆Mofu,5.58,Kids,TV,11,Unknown,Unknown,G - All Ages,475,1
Mitsume ga Tooru,6.66,Adventure,TV,48,Fall 1990,Tezuka Productions,G - All Ages,827,4
God Mazinger,6.38,"Action, Fantasy, Mecha",TV,23,Spring 1984,Unknown,R - 17+ (violence & profanity),1907,5
Hajime no Ippo: New Challenger,8.67,"Comedy, Sports, Drama, Shounen",TV,26,Winter 2009,Madhouse,PG-13 - Teens 13 or older,201421,1598
Shugo Chara!! Doki,7.43,"Comedy, Magic, School, Shoujo",TV,51,Fall 2008,Satelight,PG - Children,87820,848
Gamba no Bouken,7.09,"Adventure, Kids, Thriller",TV,26,Spring 1975,Tokyo Movie Shinsha,G - All Ages,2616,18
Miracle Giants Doumu-kun,7.23,Sports,TV,49,Spring 1989,Unknown,PG - Children,1285,4
Magical★Taruruuto-kun,6.54,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",TV,87,Fall 1990,Toei Animation,PG-13 - Teens 13 or older,1007,6
Happy Happy Clover,6.31,"Comedy, Fantasy, Kids, Shoujo",TV,13,Summer 2007,Unknown,G - All Ages,1217,6
Sekirei: Pure Engagement,7.36,"Action, Comedy, Ecchi, Harem, Super Power",TV,13,Summer 2010,Seven Arcs,R+ - Mild Nudity,197639,544
Ippatsu Kanta-kun,6.02,"Action, Kids, Adventure, Sports, Comedy",TV,53,Fall 1977,Tatsunoko Production,PG - Children,552,1
Getter Robo Go,6.16,"Action, Adventure, Mecha, Military, Shounen",TV,50,Winter 1991,Toei Animation,PG-13 - Teens 13 or older,1642,0
Zoku Natsume Yuujinchou,8.57,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,Winter 2009,Brain's Base,PG-13 - Teens 13 or older,200649,1413
Akiba-chan,5.26,"Comedy, Kids, Slice of Life",TV,10,Summer 2008,Unknown,G - All Ages,1968,6
Sora wo Kakeru Shoujo,7.01,"Adventure, Comedy, Sci-Fi, Space",TV,26,Winter 2009,Sunrise,PG-13 - Teens 13 or older,22532,46
